FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6067008125,"Census Tract 81.25, Sacramento County, California","Census Tract 81.25, Sacramento County, California",6,67,8125,4968,3662,237,1111,1633,385,159,103,34
6067008127,"Census Tract 81.27, Sacramento County, California","Census Tract 81.27, Sacramento County, California",6,67,8127,5525,3114,376,953,1326,391,50,9,9
6067008128,"Census Tract 81.28, Sacramento County, California","Census Tract 81.28, Sacramento County, California",6,67,8128,2309,1554,145,420,811,134,21,23,0
6067008129,"Census Tract 81.29, Sacramento County, California","Census Tract 81.29, Sacramento County, California",6,67,8129,3390,2279,450,744,892,156,37,0,0
6067008130,"Census Tract 81.30, Sacramento County, California","Census Tract 81.30, Sacramento County, California",6,67,8130,3734,2334,195,647,1051,322,69,44,6
6067008131,"Census Tract 81.31, Sacramento County, California","Census Tract 81.31, Sacramento County, California",6,67,8131,4749,3423,417,752,1711,484,45,14,0
6067008132,"Census Tract 81.32, Sacramento County, California","Census Tract 81.32, Sacramento County, California",6,67,8132,3636,2700,242,817,1116,455,50,20,0
6067008133,"Census Tract 81.33, Sacramento County, California","Census Tract 81.33, Sacramento County, California",6,67,8133,2423,1588,258,397,639,103,140,42,9
6067008134,"Census Tract 81.34, Sacramento County, California","Census Tract 81.34, Sacramento County, California",6,67,8134,4935,2946,278,592,1332,464,239,16,25
6067008135,"Census Tract 81.35, Sacramento County, California","Census Tract 81.35, Sacramento County, California",6,67,8135,4304,3002,255,841,974,630,253,31,18
6067008136,"Census Tract 81.36, Sacramento County, California","Census Tract 81.36, Sacramento County, California",6,67,8136,2180,1629,51,413,736,284,136,9,0
6067008137,"Census Tract 81.37, Sacramento County, California","Census Tract 81.37, Sacramento County, California",6,67,8137,2382,1639,218,508,570,247,40,26,30
6067008138,"Census Tract 81.38, Sacramento County, California","Census Tract 81.38, Sacramento County, California",6,67,8138,3701,2536,411,518,1007,434,127,39,0
6067008139,"Census Tract 81.39, Sacramento County, California","Census Tract 81.39, Sacramento County, California",6,67,8139,3602,2353,310,505,1066,412,40,12,8
6067008140,"Census Tract 81.40, Sacramento County, California","Census Tract 81.40, Sacramento County, California",6,67,8140,2428,1785,180,475,801,239,33,22,35
6067008141,"Census Tract 81.41, Sacramento County, California","Census Tract 81.41, Sacramento County, California",6,67,8141,7193,4577,957,1085,2066,328,106,35,0
6067008142,"Census Tract 81.42, Sacramento County, California","Census Tract 81.42, Sacramento County, California",6,67,8142,3446,2376,180,672,1048,344,120,12,0
6067008143,"Census Tract 81.43, Sacramento County, California","Census Tract 81.43, Sacramento County, California",6,67,8143,4075,2591,169,824,895,511,138,54,0
6067008144,"Census Tract 81.44, Sacramento County, California","Census Tract 81.44, Sacramento County, California",6,67,8144,2613,1826,179,481,662,276,107,114,7
6067008145,"Census Tract 81.45, Sacramento County, California","Census Tract 81.45, Sacramento County, California",6,67,8145,7672,5132,380,1289,2555,758,98,18,34
6067008203,"Census Tract 82.03, Sacramento County, California","Census Tract 82.03, Sacramento County, California",6,67,8203,4886,3517,329,1017,1251,641,160,87,32
6067008204,"Census Tract 82.04, Sacramento County, California","Census Tract 82.04, Sacramento County, California",6,67,8204,4156,3011,253,675,1239,614,129,88,13
6067008206,"Census Tract 82.06, Sacramento County, California","Census Tract 82.06, Sacramento County, California",6,67,8206,5285,3659,324,992,1366,726,202,36,13
6067008207,"Census Tract 82.07, Sacramento County, California","Census Tract 82.07, Sacramento County, California",6,67,8207,4614,3208,219,573,1394,789,185,34,14
6067008208,"Census Tract 82.08, Sacramento County, California","Census Tract 82.08, Sacramento County, California",6,67,8208,4319,3080,292,764,1372,394,181,16,61
6067008209,"Census Tract 82.09, Sacramento County, California","Census Tract 82.09, Sacramento County, California",6,67,8209,3915,3001,91,426,1174,869,347,85,9
6067008210,"Census Tract 82.10, Sacramento County, California","Census Tract 82.10, Sacramento County, California",6,67,8210,5387,4247,215,1051,1253,1195,324,192,17
6067008211,"Census Tract 82.11, Sacramento County, California","Census Tract 82.11, Sacramento County, California",6,67,8211,2832,1962,74,493,857,299,169,52,18
6067008402,"Census Tract 84.02, Sacramento County, California","Census Tract 84.02, Sacramento County, California",6,67,8402,5388,3666,133,539,1630,1021,259,41,43
6067008403,"Census Tract 84.03, Sacramento County, California","Census Tract 84.03, Sacramento County, California",6,67,8403,5223,3455,151,539,1306,790,507,127,35
6067008404,"Census Tract 84.04, Sacramento County, California","Census Tract 84.04, Sacramento County, California",6,67,8404,2818,2053,143,550,824,354,150,20,12
6067008501,"Census Tract 85.01, Sacramento County, California","Census Tract 85.01, Sacramento County, California",6,67,8501,6225,3999,121,566,1406,1374,395,120,17
6067008504,"Census Tract 85.04, Sacramento County, California","Census Tract 85.04, Sacramento County, California",6,67,8504,4475,2858,53,249,912,1085,400,100,59
6067008505,"Census Tract 85.05, Sacramento County, California","Census Tract 85.05, Sacramento County, California",6,67,8505,2116,1310,23,116,310,467,236,133,25
6067008506,"Census Tract 85.06, Sacramento County, California","Census Tract 85.06, Sacramento County, California",6,67,8506,2187,1617,82,340,383,337,296,0,179
6067008507,"Census Tract 85.07, Sacramento County, California","Census Tract 85.07, Sacramento County, California",6,67,8507,3441,2195,152,232,613,819,272,81,26
6067008508,"Census Tract 85.08, Sacramento County, California","Census Tract 85.08, Sacramento County, California",6,67,8508,7372,4364,92,603,1036,1489,878,175,91
6067008509,"Census Tract 85.09, Sacramento County, California","Census Tract 85.09, Sacramento County, California",6,67,8509,4780,2966,93,384,668,935,648,139,99
6067008510,"Census Tract 85.10, Sacramento County, California","Census Tract 85.10, Sacramento County, California",6,67,8510,4365,2871,43,383,793,1087,356,173,36
6067008512,"Census Tract 85.12, Sacramento County, California","Census Tract 85.12, Sacramento County, California",6,67,8512,3987,2427,26,255,469,982,573,102,20
6067008513,"Census Tract 85.13, Sacramento County, California","Census Tract 85.13, Sacramento County, California",6,67,8513,3161,1937,37,82,533,791,383,86,25
6067008600,"Census Tract 86, Sacramento County, California","Census Tract 86, Sacramento County, California",6,67,8600,6828,5151,222,670,2089,1463,500,109,98
6067008702,"Census Tract 87.02, Sacramento County, California","Census Tract 87.02, Sacramento County, California",6,67,8702,3042,2258,16,225,550,849,243,281,94
6067008703,"Census Tract 87.03, Sacramento County, California","Census Tract 87.03, Sacramento County, California",6,67,8703,5294,3789,105,418,1160,1310,490,181,125
6067008704,"Census Tract 87.04, Sacramento County, California","Census Tract 87.04, Sacramento County, California",6,67,8704,3476,2092,190,179,461,888,273,66,35
6067008705,"Census Tract 87.05, Sacramento County, California","Census Tract 87.05, Sacramento County, California",6,67,8705,5013,3152,67,471,1019,994,375,81,145
6067008801,"Census Tract 88.01, Sacramento County, California","Census Tract 88.01, Sacramento County, California",6,67,8801,4954,2933,252,457,1265,628,293,26,12
6067008905,"Census Tract 89.05, Sacramento County, California","Census Tract 89.05, Sacramento County, California",6,67,8905,4716,3132,368,935,1185,462,133,29,20
6067008907,"Census Tract 89.07, Sacramento County, California","Census Tract 89.07, Sacramento County, California",6,67,8907,5198,3177,504,826,1358,418,43,13,15
6067008908,"Census Tract 89.08, Sacramento County, California","Census Tract 89.08, Sacramento County, California",6,67,8908,4833,3351,476,961,1251,563,74,26,0
6067008909,"Census Tract 89.09, Sacramento County, California","Census Tract 89.09, Sacramento County, California",6,67,8909,2261,1529,166,317,627,251,112,43,13
6067008910,"Census Tract 89.10, Sacramento County, California","Census Tract 89.10, Sacramento County, California",6,67,8910,3210,2331,178,766,872,360,85,42,28
6067008911,"Census Tract 89.11, Sacramento County, California","Census Tract 89.11, Sacramento County, California",6,67,8911,2357,1329,297,219,605,128,64,0,16
6067008912,"Census Tract 89.12, Sacramento County, California","Census Tract 89.12, Sacramento County, California",6,67,8912,3247,2156,91,452,1015,350,186,28,34
6067008913,"Census Tract 89.13, Sacramento County, California","Census Tract 89.13, Sacramento County, California",6,67,8913,4204,2762,226,849,1050,414,210,13,0
6067009004,"Census Tract 90.04, Sacramento County, California","Census Tract 90.04, Sacramento County, California",6,67,9004,3657,2533,533,685,904,242,130,25,14
6067009005,"Census Tract 90.05, Sacramento County, California","Census Tract 90.05, Sacramento County, California",6,67,9005,3442,2343,289,523,997,413,98,23,0
6067009006,"Census Tract 90.06, Sacramento County, California","Census Tract 90.06, Sacramento County, California",6,67,9006,4844,3205,587,966,1298,242,79,8,25
6067009007,"Census Tract 90.07, Sacramento County, California","Census Tract 90.07, Sacramento County, California",6,67,9007,3117,1828,305,484,720,249,43,4,23
6067009008,"Census Tract 90.08, Sacramento County, California","Census Tract 90.08, Sacramento County, California",6,67,9008,4253,2763,512,987,1063,123,61,9,8
6067009010,"Census Tract 90.10, Sacramento County, California","Census Tract 90.10, Sacramento County, California",6,67,9010,4525,2955,242,464,1222,809,184,22,12
6067009011,"Census Tract 90.11, Sacramento County, California","Census Tract 90.11, Sacramento County, California",6,67,9011,4444,2743,179,328,1037,845,225,112,17
6067009103,"Census Tract 91.03, Sacramento County, California","Census Tract 91.03, Sacramento County, California",6,67,9103,3302,2135,127,508,946,301,219,34,0
6067009105,"Census Tract 91.05, Sacramento County, California","Census Tract 91.05, Sacramento County, California",6,67,9105,3025,1631,113,266,855,327,57,12,1
6067009106,"Census Tract 91.06, Sacramento County, California","Census Tract 91.06, Sacramento County, California",6,67,9106,3868,2833,83,518,1098,851,189,75,19
6067009107,"Census Tract 91.07, Sacramento County, California","Census Tract 91.07, Sacramento County, California",6,67,9107,3021,2157,132,363,756,628,199,37,42
6067009108,"Census Tract 91.08, Sacramento County, California","Census Tract 91.08, Sacramento County, California",6,67,9108,3436,2504,238,674,866,532,110,57,27
6067009109,"Census Tract 91.09, Sacramento County, California","Census Tract 91.09, Sacramento County, California",6,67,9109,4734,3207,206,756,1554,460,185,30,16
6067009110,"Census Tract 91.10, Sacramento County, California","Census Tract 91.10, Sacramento County, California",6,67,9110,1442,842,198,227,324,55,21,5,12
6067009111,"Census Tract 91.11, Sacramento County, California","Census Tract 91.11, Sacramento County, California",6,67,9111,5568,3587,542,601,1435,852,108,23,26
6067009112,"Census Tract 91.12, Sacramento County, California","Census Tract 91.12, Sacramento County, California",6,67,9112,3929,2617,220,541,945,533,323,44,11
6067009201,"Census Tract 92.01, Sacramento County, California","Census Tract 92.01, Sacramento County, California",6,67,9201,2515,1797,367,518,630,230,42,5,5
6067009307,"Census Tract 93.07, Sacramento County, California","Census Tract 93.07, Sacramento County, California",6,67,9307,5100,3324,293,599,1214,948,156,83,31
6067009308,"Census Tract 93.08, Sacramento County, California","Census Tract 93.08, Sacramento County, California",6,67,9308,6315,4196,438,1199,1645,733,95,86,0
6067009309,"Census Tract 93.09, Sacramento County, California","Census Tract 93.09, Sacramento County, California",6,67,9309,2306,1716,106,440,859,178,86,37,10
6067009310,"Census Tract 93.10, Sacramento County, California","Census Tract 93.10, Sacramento County, California",6,67,9310,6667,4506,478,1147,1889,703,213,54,22
6067009311,"Census Tract 93.11, Sacramento County, California","Census Tract 93.11, Sacramento County, California",6,67,9311,6742,3908,502,948,1502,753,152,32,19
6067009312,"Census Tract 93.12, Sacramento County, California","Census Tract 93.12, Sacramento County, California",6,67,9312,6307,3755,622,757,1361,614,308,24,69
6067009314,"Census Tract 93.14, Sacramento County, California","Census Tract 93.14, Sacramento County, California",6,67,9314,5816,3121,460,612,1169,632,229,0,19
6067009316,"Census Tract 93.16, Sacramento County, California","Census Tract 93.16, Sacramento County, California",6,67,9316,4408,2656,515,829,774,426,71,14,27
6067009317,"Census Tract 93.17, Sacramento County, California","Census Tract 93.17, Sacramento County, California",6,67,9317,5821,3322,338,769,1536,600,66,13,0
6067009318,"Census Tract 93.18, Sacramento County, California","Census Tract 93.18, Sacramento County, California",6,67,9318,2704,1618,477,413,639,54,35,0,0
6067009319,"Census Tract 93.19, Sacramento County, California","Census Tract 93.19, Sacramento County, California",6,67,9319,5430,3275,1151,915,877,207,88,36,1
6067009320,"Census Tract 93.20, Sacramento County, California","Census Tract 93.20, Sacramento County, California",6,67,9320,5145,2897,768,840,974,274,20,21,0
6067009321,"Census Tract 93.21, Sacramento County, California","Census Tract 93.21, Sacramento County, California",6,67,9321,6024,3404,689,670,1360,517,113,30,25
